name,label,description,bbox_str,beginPosition,timeResolution,endPosition,prefix
cmaq.amad.conus.b3gts_s.terp,terp(gm/s),Levels 0-1 of CMAQ modelled CMAQ modeled biogenic emissions of Terpene,-180 -90 180 90,2002-01-01T00:00:00Z,PT1H,2012-12-31T23:59:59Z,cmaq
cmaq.amad.conus.media.Gamma1,Gamma1(-),Levels 0-1 of CMAQ modelled NH4+/H+ in Soil layer 1,-180 -90 180 90,2002-01-01T00:00:00Z,PT1H,2012-12-31T23:59:59Z,cmaq
cmaq.amad.conus.media.Gamma2,Gamma2(-),Levels 0-1 of CMAQ modelled NH4+/H+ in Soil layer 2,-180 -90 180 90,2002-01-01T00:00:00Z,PT1H,2012-12-31T23:59:59Z,cmaq
cmaq.amad.conus.media.MHpsl1,MHpsl1(mol/l),Levels 0-1 of CMAQ modelled Molar H+ in Soil layer 1,-180 -90 180 90,2002-01-01T00:00:00Z,PT1H,2012-12-31T23:59:59Z,cmaq
cmaq.amad.conus.media.MHpsl2,MHpsl2(mol/l),Levels 0-1 of CMAQ modelled Molar H+ in Soil layer 2,-180 -90 180 90,2002-01-01T00:00:00Z,PT1H,2012-12-31T23:59:59Z,cmaq
cmaq.amad.conus.ltngdiag.no,no(mol/s),Levels 0-35 of CMAQ modelled hourly average NO produced from lightning,-180 -90 180 90,2002-01-01T00:00:00Z,PT1H,2012-12-31T23:59:59Z,cmaq
cmaq.cdc.conus.aconc.o3,o3(ppmV),Levels 0-1 of CMAQ modelled Ozone.,-180 -90 180 90,2007-01-01T00:00:00Z,PT1H,2012-12-31T23:59:59Z,cmaq
cmaq.cdc.conus.pm25.pm25,pm25(ug/m3),Levels 0-1 of CMAQ modelled Particulate matter (aerosols) not more than 2.5 microns in diameter.,-180 -90 180 90,2007-01-01T00:00:00Z,PT1H,2012-12-31T23:59:59Z,cmaq
cmaq.cdc.east.aconc.o3,o3(ppmV),Levels 0-1 of CMAQ modelled Ozone.,-180 -90 180 90,2002-01-01T00:00:00Z,PT1H,2006-12-31T23:59:59Z,cmaq
cmaq.cdc.east.pm25.pm25,pm25(ug/m3),Levels 0-1 of CMAQ modelled Particulate matter (aerosols) not more than 2.5 microns in diameter.,-180 -90 180 90,2002-01-01T00:00:00Z,PT1H,2006-12-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.aacd,aacd(ppmV),Levels 0-1 of CMAQ modelled Acetic And Higher Carboxylic Acids,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.aalj,aalj(ug/m3),Levels 0-1 of CMAQ modelled Aerosol Aluminum Accumulation Mode,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.aalkj,aalkj(ug/m3),Levels 0-1 of CMAQ modelled SOA from alkanes,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.abnz1j,abnz1j(ug/m3),Levels 0-1 of CMAQ modelled Low-volatility SOA from benzene,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.abnz2j,abnz2j(ug/m3),Levels 0-1 of CMAQ modelled High-volatility SOA from benzene,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.abnz3j,abnz3j(ug/m3),Levels 0-1 of CMAQ modelled Non-volatile SOA from benzene (low-NOx),-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.acaj,acaj(ug/m3),Levels 0-1 of CMAQ modelled Aerosol Calcium Accumulation Mode,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.acli,acli(ug/m3),Levels 0-1 of CMAQ modelled Aerosol Chlorine Aitken Mode,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.aclj,aclj(ug/m3),Levels 0-1 of CMAQ modelled Aerosol Chlorine Accumulation Mode,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.aclk,aclk(ug/m3),Levels 0-1 of CMAQ modelled Aerosol Chlorine Coarse Mode,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.acors,acors(ug/m3),Levels 0-1 of CMAQ modelled Aerosol Course Mode Anthropogenic Mass,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.aeci,aeci(ug/m3),Levels 0-1 of CMAQ modelled Aerosol Elemental Carbon Mass Aitken Mode,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.aecj,aecj(ug/m3),Levels 0-1 of CMAQ modelled Aerosol Elemental Carbon Mass Accumulation Mode,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.afej,afej(ug/m3),Levels 0-1 of CMAQ modelled Aerosol Iron Elemental Accumulation Mode,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.ah2oi,ah2oi(ug/m3),Levels 0-1 of CMAQ modelled Aerosol Water Aitken Mode,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.ah2oj,ah2oj(ug/m3),Levels 0-1 of CMAQ modelled Aerosol Water Accumulation Mode,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.ah2ok,ah2ok(ug/m3),Levels 0-1 of CMAQ modelled Aerosol Water Coarse Mode,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.aiso1j,aiso1j(ug/m3),Levels 0-1 of CMAQ modelled High-volatility SOA from isoprene,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.aiso2j,aiso2j(ug/m3),Levels 0-1 of CMAQ modelled Low-volatility SOA from isoprene,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.aiso3j,aiso3j(ug/m3),Levels 0-1 of CMAQ modelled Acid-enhanced SOA from isoprene,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.akj,akj(ug/m3),Levels 0-1 of CMAQ modelled Counter species for computing SOA from ISOP,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.ald2,ald2(ppmV),Levels 0-1 of CMAQ modelled High Melecular Weight Aldehydes,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.aldx,aldx(ppmV),Levels 0-1 of CMAQ modelled C3+ Aldehydes,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.amgj,amgj(ug/m3),Levels 0-1 of CMAQ modelled Aerosol Magnesium Aitken Mode,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.amnj,amnj(ug/m3),Levels 0-1 of CMAQ modelled Aerosol Manganese Accumulation Mode,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.anai,anai(ug/m3),Levels 0-1 of CMAQ modelled Aerosol Sodium Aitken Mode,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.anaj,anaj(ug/m3),Levels 0-1 of CMAQ modelled Aerosol Sodium Accumulation Mode,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.anh4i,anh4i(ug/m3),Levels 0-1 of CMAQ modelled Aerosol Ammonium Aitken Mode,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.anh4j,anh4j(ug/m3),Levels 0-1 of CMAQ modelled Aerosol Ammonium Accumulation Mode,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.anh4k,anh4k(ug/m3),Levels 0-1 of CMAQ modelled Aerosol Ammonium Coarse Mode,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.ano3i,ano3i(ug/m3),Levels 0-1 of CMAQ modelled Aerosol Nitrate Aitken Mode,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.ano3j,ano3j(ug/m3),Levels 0-1 of CMAQ modelled Aerosol Nitrate Accumulation Mode,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.ano3k,ano3k(ug/m3),Levels 0-1 of CMAQ modelled Aerosol Nitrate Coarse Mode,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.aolgaj,aolgaj(ug/m3),Levels 0-1 of CMAQ modelled Oligomers from semi-volatile anthropogenic SOA species,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.aolgbj,aolgbj(ug/m3),Levels 0-1 of CMAQ modelled Oligomers from semi-volatile biogenic SOA species,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.aorgcj,aorgcj(ug/m3),Levels 0-1 of CMAQ modelled SOA from in-cloud oxidation of dialdehydes,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.aothri,aothri(ug/m3),Levels 0-1 of CMAQ modelled Aerosol Other Aitken Mode,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.aothrj,aothrj(ug/m3),Levels 0-1 of CMAQ modelled Aerosol Other Accumulation Mode,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.apncomi,apncomi(ug/m3),Levels 0-1 of CMAQ modelled Aerosol primary non-carbon organic matter Aitken Mode,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.apncomj,apncomj(ug/m3),Levels 0-1 of CMAQ modelled Aerosol primary non-carbon organic matter Accumulation Mode,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.apoci,apoci(ug/m3),Levels 0-1 of CMAQ modelled Aerosol particle oxidation catalysts Aitken Mode,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.apocj,apocj(ug/m3),Levels 0-1 of CMAQ modelled Aerosol particle oxidation catalysts Accumulation Mode,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.aseacat,aseacat(ug/m3),Levels 0-1 of CMAQ modelled Aerosol sea salt,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.asij,asij(ug/m3),Levels 0-1 of CMAQ modelled Aerosol silicon Accumulation Mode,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.aso4i,aso4i(ug/m3),Levels 0-1 of CMAQ modelled Aerosol Sulfate Aitken Mode,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.aso4j,aso4j(ug/m3),Levels 0-1 of CMAQ modelled Aerosol Sulfate Accumulation Mode,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.aso4k,aso4k(ug/m3),Levels 0-1 of CMAQ modelled Aerosol Sulfate Coase Mode,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.asoil,asoil(ug/m3),Levels 0-1 of CMAQ modelled Aerosol coarse mode soil-derived mass,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.asqtj,asqtj(ug/m3),Levels 0-1 of CMAQ modelled SOA from sesquiterpenes,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.atij,atij(ug/m3),Levels 0-1 of CMAQ modelled Aerosol titanium Accumulation Mode,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.atol1j,atol1j(ug/m3),Levels 0-1 of CMAQ modelled Low-volatility SOA from mono-substituted aromatics,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.atol2j,atol2j(ug/m3),Levels 0-1 of CMAQ modelled High-volatility SOA from mono-substituted aromatics,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.atol3j,atol3j(ug/m3),Levels 0-1 of CMAQ modelled Non-volatile SOA from mono-substituted aromatics (low-NOx),-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.atrp1j,atrp1j(ug/m3),Levels 0-1 of CMAQ modelled Low-volatility SOA from monoterpenes,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.atrp2j,atrp2j(ug/m3),Levels 0-1 of CMAQ modelled High-volatility SOA from monoterpenes,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.axyl1j,axyl1j(ug/m3),Levels 0-1 of CMAQ modelled Low-volatility SOA from poly-substituted aromatics,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.axyl2j,axyl2j(ug/m3),Levels 0-1 of CMAQ modelled High-volatility SOA from poly-substituted aromatics,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.axyl3j,axyl3j(ug/m3),Levels 0-1 of CMAQ modelled Non-volatile SOA from poly-substituted aromatics (low-NOx),-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.benzene,benzene(ppmV),Levels 0-1 of CMAQ modelled Benzene,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.benzro2,benzro2(ppmV),Levels 0-1 of CMAQ modelled First generation SOA intermediate from benzene oxidation,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.bnzhrxn,bnzhrxn(ppmV),Levels 0-1 of CMAQ modelled Counter species for computing SOA from BENZENE under low NOx conditions,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.bnznrxn,bnznrxn(ppmV),Levels 0-1 of CMAQ modelled Counter species for computing SOA from BENZENE under high NOx conditions,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.c2o3,c2o3(ppmV),Levels 0-1 of CMAQ modelled Peroxy Radical from Methyl-catechol,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.cao2,cao2(ppmV),Levels 0-1 of CMAQ modelled Acetyl Peroxy Radical,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.cat1,cat1(ppmV),Levels 0-1 of CMAQ modelled Methyl-catechol,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.cl,cl(ppmV),Levels 0-1 of CMAQ modelled Chlorides,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.cl2,cl2(ppmV),Levels 0-1 of CMAQ modelled Elemental Chlorine,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.clo,clo(ppmV),Levels 0-1 of CMAQ modelled Hypoclorite,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.co,co(ppmV),Levels 0-1 of CMAQ modelled Carbon Monoxide,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.cres,cres(ppmV),Levels 0-1 of CMAQ modelled Cresol And Higher Molecular Weight Phenois,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.crn2,crn2(ppmV),Levels 0-1 of CMAQ modelled Chromium nitrate,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.crno,crno(ppmV),Levels 0-1 of CMAQ modelled Alkoxy Radical,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.cro,cro(ppmV),Levels 0-1 of CMAQ modelled Methylphenoxy Radical,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.cron,cron(ppmV),Levels 0-1 of CMAQ modelled nitrocresol,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.crpx,crpx(ppmV),Levels 0-1 of CMAQ modelled C3+ Peroxyacetyl Radicals,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.cxo3,cxo3(ppmV),Levels 0-1 of CMAQ modelled Nitro-cresol from hydroperoxide,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.eth,eth(ppmV),Levels 0-1 of CMAQ modelled Higher acylperoxy radical,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.etha,etha(ppmV),Levels 0-1 of CMAQ modelled Ethene,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.etoh,etoh(ppmV),Levels 0-1 of CMAQ modelled Ethane,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.facd,facd(ppmV),Levels 0-1 of CMAQ modelled Ethanol,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.fmcl,fmcl(ppmV),Levels 0-1 of CMAQ modelled Formic Acid,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.form,form(ppmV),Levels 0-1 of CMAQ modelled Formyl Chloride,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.h2o2,h2o2(ppmV),Levels 0-1 of CMAQ modelled Formaldehyde,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.hcl,hcl(ppmV),Levels 0-1 of CMAQ modelled Peroxide,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.hco3,hco3(ppmV),Levels 0-1 of CMAQ modelled Hydrocloric Acid,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.hno3,hno3(ppmV),Levels 0-1 of CMAQ modelled Radical formed when formaldehyde reacts with HO2,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.ho2,ho2(ppmV),Levels 0-1 of CMAQ modelled Nitric Acid,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.hocl,hocl(ppmV),Levels 0-1 of CMAQ modelled Hydroperoxy Radical,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.hono,hono(ppmV),Levels 0-1 of CMAQ modelled Hypochlorous acid,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.iole,iole(ppmV),Levels 0-1 of CMAQ modelled Nitrous Acid,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.isop,isop(ppmV),Levels 0-1 of CMAQ modelled Internal Olefins,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.isoprxn,isoprxn(ppmV),Levels 0-1 of CMAQ modelled Isoprene,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.ispd,ispd(ppmV),Levels 0-1 of CMAQ modelled Counter species for computing SOA from ISOP,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.meo2,meo2(ppmV),Levels 0-1 of CMAQ modelled Isoprene Product,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.meoh,meoh(ppmV),Levels 0-1 of CMAQ modelled Methyl Peroxy Radical,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.mepx,mepx(ppmV),Levels 0-1 of CMAQ modelled Methanol,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.mgly,mgly(ppmV),Levels 0-1 of CMAQ modelled Methyl Hydroperoxide,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.n2o5,n2o5(ppmV),Levels 0-1 of CMAQ modelled Methylglyoxal And Other Aeromatic Products,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.nh3,nh3(ppmV),Levels 0-1 of CMAQ modelled Dinitrate Pentoxide,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.no,no(ppmV),Levels 0-1 of CMAQ modelled Ammonia,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.no2,no2(ppmV),Levels 0-1 of CMAQ modelled Nitrogen Oxide,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.no3,no3(ppmV),Levels 0-1 of CMAQ modelled Nitrogen Dioxide,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.ntr,ntr(ppmV),Levels 0-1 of CMAQ modelled Nitrogen Trioxide,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.numacc,numacc(number/m3),Levels 0-1 of CMAQ modelled Nitrate,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.numatkn,numatkn(number/m3),Levels 0-1 of CMAQ modelled Accumulation Mode Number,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.numcor,numcor(number/m3),Levels 0-1 of CMAQ modelled Aitken Mode Number,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.o,o(ppmV),Levels 0-1 of CMAQ modelled Coarse Mode Number,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.o1d,o1d(ppmV),Levels 0-1 of CMAQ modelled Oxygen Atom In The O3(P) Electronic State,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.o3,o3(ppmV),Levels 0-1 of CMAQ modelled Oxygen Atom In The O1(D) Electronic State,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.oh,oh(ppmV),Levels 0-1 of CMAQ modelled Ozone,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.ole,ole(ppmV),Levels 0-1 of CMAQ modelled Hydroxyl Radical,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.opan,opan(ppmV),Levels 0-1 of CMAQ modelled Terminal Olefin Carbon Bond,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.open,open(ppmV),Levels 0-1 of CMAQ modelled Peroxyacetyl nitrate from Peroxy radical from Aromatic ring opening product,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.opo3,opo3(ppmV),Levels 0-1 of CMAQ modelled Aromatic Ring Opening Product,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
cmaq.discover.conus.aconc.pacd,pacd(ppmV),Levels 0-1 of CMAQ modelled Peroxy radical from Aromatic ring opening product,-180 -90 180 90,2011-07-01T00:00:00Z,PT1H,2011-07-31T23:59:59Z,cmaq
